timestamp,team1,team1_shape,team1_positions_x,team1_positions_y,team1_player1_name,team1_player2_name,team1_player3_name,team1_player4_name,team1_player5_name,team1_player6_name,team1_player7_name,team1_player8_name,team1_player9_name,team1_player10_name,team1_player11_name,team2,team2_shape,team2_positions_x,team2_positions_y,team2_player1_name,team2_player2_name,team2_player3_name,team2_player4_name,team2_player5_name,team2_player6_name,team2_player7_name,team2_player8_name,team2_player9_name,team2_player10_name,team2_player11_name,result,score
2021-02-28 22:00:00,INT,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,GEN,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,2,3-0
2021-02-28 22:00:00,UDI,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,FIO,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,2,1-0
2021-03-01 01:00:00,NAP,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,BEN,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,2,2-0
2021-03-01 03:45:00,ROMA,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,MIL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,0,1-2
2021-03-03 03:45:00,JUV,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,SPE,4-3-3-a_R,"[24, 18, 20, 20, 18, 12, 10, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,2,3-0
2021-03-04 01:30:00,SAS,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,NAP,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,1,3-3
2021-03-04 03:45:00,MIL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,UDI,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,1,1-1
2021-03-04 03:45:00,ATA,3-4-1-2_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -3, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 0, 3, -3]",Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,CRO,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,2,5-1
2021-03-04 03:45:00,BEN,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,VER,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,0,0-3
2021-03-04 03:45:00,CAG,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,BOL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,2,1-0
2021-03-04 03:45:00,FIO,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,ROMA,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,0,1-2
2021-03-04 03:45:00,GEN,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,SAM,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,1,1-1
2021-03-05 03:45:00,PAR,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,INT,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,0,1-2
2021-03-06 22:00:00,SPE,4-3-3-a_L,"[-24, -18, -20, -20, -18, -12, -10, -12, -6, -4, -6]","[0, 9, 3, -3, -9, 3, 0, -3, 8, 0, -8]",Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,BEN,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,1,1-1
2021-03-07 01:00:00,UDI,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,SAS,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,2,2-0
2021-03-07 03:45:00,JUV,4-4-2_L,"[-24, -18, -20, -20, -18, -10, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 9, 3, -3, -9, 3, -3]",Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,LAZ,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,2,3-1
2021-03-07 19:30:00,ROMA,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,GEN,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,2,1-0
2021-03-07 22:00:00,CRO,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,TOR,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,2,4-2
2021-03-07 22:00:00,FIO,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,PAR,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,1,3-3
2021-03-07 22:00:00,VER,3-4-2-1_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -9, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 3, -3, 0]",Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,MIL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,0,0-2
2021-03-08 01:00:00,SAM,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,CAG,4-1-4-1_R,"[24, 19, 21, 21, 19, 15, -7, 9, 9, 7, 3]","[0, -9, -3, 3, 9, 0, -9, -3, 3, 9, 0]",Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,1,2-2
2021-03-08 03:45:00,NAP,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,BOL,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,2,3-1
2021-03-09 03:45:00,INT,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,ATA,3-4-1-2_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 3, 3]","[0, -8, 0, 8, -9, -3, 3, 9, 0, -3, 3]",Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,2,1-0
2021-03-12 22:00:00,LAZ,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Pepe Reina,Stefan Radu,Francesco Acerbi,Patric,Adam Marusic,Jean-Daniel Akpa Akpro,Lucas Leiva,Sergej Milinkovic-Savic,Manuel Lazzari,Ciro Immobile,Joaquín Correa,CRO,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Alex Cordaz,Vlasmir Golemic,Luca Marrone,Koffi Djidji,Arkadiusz Reca,Ahmad Benali,Niccolò Zanellato,Eduardo Henrique,Pedro Pereira,Junior Messias,Simy,2,3-2
2021-03-13 03:45:00,ATA,3-4-1-2_L,"[-24, -21, -21, -21, -15, -15, -15, -15, -9, -3, -3]","[0, 8, 0, -8, 9, 3, -3, -9, 0, 3, -3]",Pierluigi Gollini,Berat Djimsiti,Cristian Romero,Rafael Tolói,Robin Gosens,Remo Freuler,Marten de Roon,Hans Hateboer,Matteo Pessina,Duván Zapata,Luis Muriel,SPE,4-3-3-a_R,"[24, 18, 20, 20, 18, 12, 10, 12, 6, 4, 6]","[0, -9, -3, 3, 9, -3, 0, 3, -8, 0, 8]",Ivan Provedel,Riccardo Marchizza,Julian Chabot,Claudio Terzi,Cristian Dell'Orco,Giulio Maggiore,Lucien Agoumé,Nahuel Estévez,Diego Farias,Roberto Piccoli,Emmanuel Gyasi,2,3-1
2021-03-13 22:00:00,SAS,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,VER,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Marco Silvestri,Federico Dimarco,Koray Günter,Pawel Dawidowicz,Darko Lazovic,Ivan Ilić,Adrien Tamèze,Davide Faraoni,Mattia Zaccagni,Antonín Barák,Nikola Kalinic,2,3-2
2021-03-14 01:00:00,BEN,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Lorenzo Montipò,Federico Barba,Kamil Glik,Alessandro Tuia,Riccardo Improta,Perparim Hetemaj,Nicolas Viola,Artur Ionita,Andrés Tello,Gianluca Caprari,Gianluca Lapadula,FIO,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Bartlomiej Dragowski,Igor Julio,Germán Pezzella,Nikola Milenkovic,Cristiano Biraghi,Gaetano Castrovilli,Sofyan Amrabat,Giacomo Bonaventura,Martín Cáceres,Franck Ribéry,Dusan Vlahovic,0,1-4
2021-03-14 03:45:00,GEN,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Mattia Perin,Davide Biraschi,Cristián Zapata,Edoardo Goldaniga,Davide Zappacosta,Miha Zajc,Milan Badelj,Lukas Lerager,Paolo Ghiglione,Mattia Destro,Goran Pandev,UDI,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Juan Musso,Samir,Kevin Bonifazi,Rodrigo Becão,Marvin Zeegelaar,Roberto Pereyra,Tolgay Arslan,Rodrigo De Paul,Jens Stryger Larsen,Gerard Deulofeu,Kevin Lasagna,1,1-1
2021-03-14 19:30:00,BOL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Lukasz Skorupski,Mitchell Dijks,Takehiro Tomiyasu,Danilo3,Lorenzo De Silvestri,Nicolás Domínguez,Jerdy Schouten,Musa Barrow,Roberto Soriano,Riccardo Orsolini,Rodrigo Palacio,SAM,4-1-2-1-2_R,"[24, 18, 20, 20, 18, 14, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, 0, 6, -6, 0, -3, 3]",Emil Audero,Tommaso Augello,Omar Colley,Maya Yoshida,Bartosz Bereszynski,Adrien Silva,Morten Thorsby,Antonio Candreva,Gastón Ramírez,Ernesto Torregrossa,Fabio Quagliarella,2,3-1
2021-03-14 22:00:00,PAR,4-1-2-1-2_L,"[-24, -18, -20, -20, -18, -14, -12, -12, -10, -4, -4]","[0, 9, 3, -3, -9, 0, 6, -6, 0, 3, -3]",Luigi Sepe,Giuseppe Pezzella,Riccardo Gagliolo,Simone Iacoponi,Andrea Conti,Jasmin Kurtic,Hernani,Alberto Grassi,Juraj Kucka,Andreas Cornelius,Gervinho,ROMA,3-4-2-1_R,"[24, 21, 21, 21, 15, 15, 15, 15, 9, 9, 3]","[0, -8, 0, 8, -9, -3, 3, 9, -3, 3, 0]",Pau López,Ibañez,Chris Smalling,Marash Kumbulla,Leonardo Spinazzola,Jordan Veretout,Gonzalo Villar,Rick Karsdorp,Lorenzo Pellegrini,Carles Perez,Borja Mayoral,2,2-0
2021-03-14 22:00:00,TOR,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,INT,3-5-2_R,"[24, 21, 21, 21, 11, 15, 9, 15, 11, 3, 3]","[0, -8, 0, 8, -9, -3, 0, 3, 9, -3, 3]",Samir Handanovic,Alessandro Bastoni,Stefan de Vrij,Milan Skriniar,Ashley Young,Arturo Vidal,Nicolò Barella,Marcelo Brozovic,Achraf Hakimi,Lautaro Martínez,Romelu Lukaku,0,1-2
2021-03-15 01:00:00,CAG,4-1-4-1_L,"[-24, -19, -21, -21, -19, -15, -7, -9, -9, -7, -3]","[0, 9, 3, -3, -9, 0, 9, 3, -3, -9, 0]",Alessio Cragno,Charalampos Lykogiannis,Ragnar Klavan,Sebastian Walukiewicz,Paolo Faragò,Razvan Marin,João Pedro3,Marko Rog,Fabrizio Caligara,Nahitan Nández,Giovanni Simeone,JUV,4-4-2_R,"[24, 18, 20, 20, 18, 10, 12, 12, 10, 4, 4]","[0, -9, -3, 3, 9, -9, -3, 3, 9, -3, 3]",Wojciech Szczesny,Juan Cuadrado,Giorgio Chiellini,Leonardo Bonucci,Danilo2,Álvaro Morata,Adrien Rabiot,Rodrigo Bentancur,Dejan Kulusevski,Cristiano Ronaldo,Paulo Dybala,0,1-3
2021-03-15 03:45:00,MIL,4-2-3-1_L,"[-24, -19, -21, -21, -19, -15, -15, -11, -9, -11, -3]","[0, 9, 3, -3, -9, 3, -3, 9, 0, -9, 0]",Gianluigi Donnarumma,Theo Hernández,Pierre Kalulu,Simon Kjaer,Davide Calabria,Sandro Tonali,Franck Kessié,Ante Rebic,Souahilo Meïté,Samu Castillejo,Zlatan Ibrahimovic,NAP,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Alex Meret,Elseid Hysaj,Kalidou Koulibaly,Nikola Maksimovic,Giovanni Di Lorenzo,Tiemoué Bakayoko,Diego Demme,Lorenzo Insigne,Piotr Zielinski,Hirving Lozano,Andrea Petagna,0,0-1
2021-03-17 22:00:00,TOR,3-5-2_L,"[-24, -21, -21, -21, -11, -15, -9, -15, -11, -3, -3]","[0, 8, 0, -8, 9, 3, 0, -3, -9, 3, -3]",Salvatore Sirigu,Ricardo Rodríguez,Lyanco,Armando Izzo,Cristian Ansaldi,Karol Linetty,Tomás Rincón,Sasa Lukic,Wilfried Singo,Andrea Belotti,Simone Zaza,SAS,4-2-3-1_R,"[24, 19, 21, 21, 19, 15, 15, 11, 9, 11, 3]","[0, -9, -3, 3, 9, -3, 3, -9, 0, 9, 0]",Andrea Consigli,Rogério,Gian Marco Ferrari,Marlon,Mert Müldür,Manuel Locatelli,Pedro Obiang,Hamed Junior Traore,Filip Djuricic,Grégoire Defrel,Francesco Caputo,2,3-2
